emp_no,exit_date,exit_reason
439923,12/6/03,2
262933,7/11/01,7
243685,1/7/06,5
225234,7/21/98,6
52375,8/27/10,2
76042,6/18/98,5
469858,2/15/13,6
278123,3/20/92,2
442611,1/6/06,7
39224,5/12/01,2
206684,5/29/97,2
294798,2/25/93,6
41803,5/28/00,1
267738,11/13/91,6
409864,6/5/00,7
484701,5/8/00,6
29659,4/10/92,4
31526,2/14/95,5
263713,3/1/02,1
236077,11/27/01,6
200245,12/15/99,2
210929,7/5/08,7
265385,2/9/91,3
422525,5/23/01,1
465543,2/2/01,7
459716,11/15/10,2
480533,4/1/96,7
267712,9/2/10,7
88810,1/12/13,5
55047,4/7/99,1
97108,10/7/98,4
482313,11/10/98,6
206826,10/16/03,4
457437,10/4/06,7
23265,5/5/06,3
445605,7/27/03,5
420286,6/9/90,2
454829,1/13/93,4
492254,2/23/05,2
441546,5/9/98,4
90256,3/12/00,2
234251,9/12/93,3
477032,5/7/97,5
481707,4/28/03,7
276865,8/9/95,7
277362,1/21/01,5
231817,7/17/00,3
400487,7/20/94,2
444849,1/24/93,1
242064,9/13/96,7
240173,5/12/08,1
81412,6/12/96,6
230816,11/25/95,1
35552,10/4/92,7
215464,4/25/98,7
237620,8/31/02,1
257056,9/29/07,1
92478,4/11/05,4
22084,3/8/03,1
88554,1/16/06,4
216222,10/30/01,1
263245,9/16/97,5
28197,11/29/05,1
212355,11/22/97,3
407794,4/4/96,7
236711,12/12/04,4
287444,11/26/03,2
35855,7/29/93,7
224956,7/6/99,2
492341,3/9/94,1
12580,12/16/92,5
297405,2/10/99,1
475198,8/29/98,4
265273,1/18/06,2
453812,8/13/93,2
68806,5/2/00,5
465128,12/24/00,3
491373,8/21/01,5
278449,11/29/08,6
274970,10/19/08,4
72926,3/9/03,3
227226,11/21/05,5
230211,7/26/03,2
498376,7/15/94,3
36418,8/19/01,5
294011,9/24/95,7
258904,11/1/99,7
430329,8/16/08,1
58693,7/1/01,2
436761,6/25/92,4
73066,2/3/08,3
291351,3/29/95,6
445952,11/19/00,3
418054,10/10/99,1
446243,3/3/94,1
226630,9/19/03,5
26180,1/29/02,6
294382,12/10/02,3
41601,3/1/99,7
259253,8/16/98,6
431478,7/9/04,3
269018,7/27/00,2
467492,11/30/07,1
488790,8/9/10,4
278285,9/27/02,2
71218,5/9/93,1
227167,8/31/03,3
38428,11/14/07,7
432341,12/27/03,3
483539,5/29/97,5
294671,10/22/02,1
202470,12/22/98,3
224652,6/28/11,6
401081,3/7/08,6
459295,6/1/00,2
70455,9/17/97,6
65460,4/9/01,1
209853,5/6/95,7
98814,12/14/02,5
421433,8/25/06,6
78214,12/25/94,7
98074,2/10/97,3
438483,10/16/98,5
258235,5/10/00,3
33132,3/7/00,1
253578,8/5/00,5
284102,9/1/04,3
210358,12/2/01,2
243796,1/15/02,5
45895,11/4/97,3
412953,12/9/00,6
483983,2/17/98,5
434665,12/21/92,6
400000,12/3/97,1
499393,5/10/92,1
226095,9/5/93,4
484940,7/20/93,1
298927,4/16/90,2
287390,3/2/02,5
223847,5/20/96,5
10650,9/28/05,6
227555,7/7/95,4
287637,3/14/08,5
33352,10/19/98,6
80165,5/22/05,6
22035,1/10/00,4
278600,3/11/95,6
79786,6/25/03,1
449447,4/5/02,6
17978,7/21/98,7
463979,11/10/07,6
208114,3/12/95,4
53950,4/18/99,3
274299,1/23/04,4
11660,5/19/92,6
96244,5/18/95,7
415214,4/30/06,7
43233,1/13/04,5
427369,2/15/00,1
102966,9/13/01,1
404748,4/8/02,2
50137,3/29/92,7
246044,2/21/05,4
52415,10/2/06,2
493634,6/16/93,5
293558,11/7/02,4
213512,9/15/01,6
228028,2/14/06,1
418164,8/14/94,4
23076,4/11/00,2
249076,4/15/00,3
479651,3/20/97,7
85554,10/28/93,4
12638,10/31/96,4
227293,5/15/05,6
273298,8/5/01,6
10485,8/14/01,1
422926,9/27/95,5
460800,11/14/03,5
454848,2/1/95,3
451816,4/22/05,1
460065,6/25/93,6
18361,2/10/98,1
408019,11/2/00,4
238923,7/31/03,1
62103,11/7/92,7
419449,11/13/02,6
298492,2/3/02,5
67599,12/17/97,4
101382,9/7/97,6
206719,10/21/01,4
225094,11/5/04,2
205565,10/13/04,3
39078,9/14/02,5
406630,1/14/02,6
59515,7/25/01,3
284407,1/27/98,3
441294,5/6/95,7
90727,1/13/94,4
217487,7/24/01,4
493131,9/2/92,5
214644,8/23/98,4
406084,3/7/00,1
436118,2/15/92,3
18222,7/11/03,2
454990,10/31/00,4
287983,8/31/06,4
75594,10/27/97,4
447833,8/27/01,3
235112,2/7/03,1
433790,2/16/96,1
463805,7/3/98,2
100389,10/27/09,4
70569,6/8/99,3
405429,3/27/94,7
424751,6/17/91,4
416899,1/26/92,2
490805,11/2/08,7
286089,10/16/04,3
497497,8/7/04,7
35328,9/13/02,6
81128,1/26/96,1
447239,2/24/05,5
27402,11/23/02,7
214398,7/16/02,4
77301,7/30/98,5
83712,3/9/00,5
459893,9/1/05,1
43939,3/27/00,4
493796,1/2/12,5
497435,1/27/97,5
451758,9/16/95,2
291855,10/24/98,6
80623,4/8/94,5
46916,7/18/99,6
83962,5/7/05,7
98800,4/18/07,4
74287,5/27/01,1
482042,6/24/94,4
434580,5/31/99,4
207013,12/4/10,4
441185,4/2/93,1
436540,6/27/93,2
41670,4/2/96,2
418833,5/16/01,5
27387,4/10/90,7
443894,9/18/99,4
257783,4/14/06,6
295329,11/27/98,6
496811,1/17/06,6
479034,4/28/03,5
200870,4/14/98,2
231862,9/19/97,2
33445,9/26/06,5
472669,3/27/02,1
44578,12/19/00,1
434528,11/3/00,4
76129,4/16/96,5
264851,10/27/92,6
266152,11/15/03,2
244254,1/31/05,4
295723,7/11/93,1
24293,9/14/02,1
476926,5/10/99,4
70632,1/7/04,5
489294,11/20/00,3
401246,1/29/08,4
286201,6/19/98,4
464051,8/14/94,5
51495,11/20/97,2
74367,5/6/03,7
22720,1/16/00,5
65846,9/1/05,2
414609,6/1/92,4
73258,6/15/06,1
266083,12/8/91,1
212704,9/13/97,3
276585,9/27/92,3
220345,4/6/01,6
477745,10/1/00,2
80436,10/13/03,5
19809,6/9/95,4
461539,5/27/00,3
78164,6/8/09,1
438342,5/27/07,3
214135,4/25/95,2
445677,7/5/97,1
55242,10/1/03,1
262071,9/9/96,7
40070,9/21/04,6
83937,6/18/01,7
239422,1/30/11,2
62053,12/25/04,1
412337,8/21/04,4
68544,3/28/00,4
206557,12/11/05,4
492799,4/3/93,6
246947,11/28/92,1
456677,11/28/92,5
91564,2/2/93,1
409685,9/11/95,1
105081,6/5/90,1
31330,1/23/03,7
98029,12/31/00,3
474843,1/28/02,6
22791,11/15/96,6
226551,12/14/09,4
427612,4/24/03,1
463068,5/11/05,3
401343,11/29/97,3
49267,2/15/98,7
459274,5/10/04,2
404137,2/22/03,2
31322,1/27/02,2
46176,7/8/00,4
64064,6/10/99,2
423723,9/26/00,6
230780,6/9/11,7
68610,6/3/01,4
68143,11/11/93,5
88666,3/22/01,5
95507,12/23/00,3
296735,12/30/98,2
489556,1/20/99,5
17897,1/10/07,3
428185,2/20/00,2
404476,5/18/94,1
273823,8/23/93,7
88620,7/12/91,2
39757,8/21/01,4
241080,4/10/00,2
437249,1/13/03,4
412669,3/10/96,3
442654,5/14/06,5
76392,4/28/07,4
284399,9/8/01,1
437245,4/29/94,3
494638,1/5/95,1
277097,11/19/07,1
261737,9/10/99,1
60194,12/14/03,1
295552,12/15/04,7
467432,5/20/92,5
88646,6/27/94,7
104003,2/6/96,3
204968,8/26/01,3
235163,1/18/97,7
78778,9/18/08,6
493113,3/3/05,4
427386,2/20/03,1
456367,7/27/02,5
488932,11/14/02,3
255918,9/11/93,2
247340,1/18/02,5
415641,10/29/93,2
299997,10/9/08,3
223031,10/7/00,4
100125,11/7/92,5
102917,3/8/95,4
45975,2/20/90,1
15282,5/15/05,2
278662,1/14/03,2
227591,3/15/01,7
465703,5/19/00,3
12473,11/19/03,3
408519,7/21/02,4
106472,9/6/97,6
438720,5/23/08,4
39740,2/15/94,2
487020,3/5/96,1
275126,10/5/92,2
205019,12/13/95,4
84235,9/18/00,3
31033,2/7/06,3
400468,6/19/96,1
33050,1/2/98,6
247869,11/3/01,5
20108,7/21/91,3
285955,2/29/92,3
260210,3/6/09,7
446096,12/12/98,2
14005,4/4/92,6
488965,9/23/02,5
219114,11/4/00,4
430096,4/22/06,1
291124,6/26/03,1
414916,12/24/02,1
80338,1/15/00,5
285715,1/31/95,4
292976,8/30/95,1
424375,12/5/98,7
445378,4/11/06,7
427714,2/18/11,3
107189,2/15/92,4
480662,4/17/93,1
498192,5/26/98,7
49592,6/23/01,2
463162,9/15/90,5
281160,12/27/05,5
242221,2/10/00,6
435405,9/20/05,3
494722,11/30/96,1
252113,12/3/95,6
274612,9/29/91,1
486307,12/17/98,3
447151,2/19/97,5
260231,11/13/02,6
271014,5/7/98,3
45869,3/20/99,3
447157,4/3/94,2
270256,11/28/96,6
292645,4/18/02,2
249472,9/28/94,5
454428,5/26/01,1
478207,3/13/91,3
273736,9/3/10,4
428507,2/16/00,4
472378,3/29/97,6
473828,4/16/02,3
491955,4/3/94,4
254840,7/11/98,4
276252,10/9/98,1
31051,3/14/00,6
456928,2/7/01,5
238777,1/31/95,5
206563,2/2/10,5
471829,5/2/94,3
18229,8/1/98,5
426497,1/30/94,5
456838,10/28/95,4
212027,4/30/02,6
203668,5/22/07,7
26016,2/24/99,1
41837,4/30/97,1
463890,12/20/01,4
466487,6/23/98,5
260015,7/15/00,2
421910,7/28/06,1
286988,8/21/97,7
450414,8/14/05,4
270354,3/23/96,5
445500,4/6/92,1
34773,9/14/03,5
245522,8/18/02,5
26767,4/15/01,7
69322,9/25/93,4
98782,11/12/04,3
467507,2/2/93,2
445558,12/29/96,7
264424,5/28/04,5
83344,2/7/01,3
103835,10/29/97,2
29744,1/22/07,7
444932,2/17/97,7
249910,8/29/04,4
248868,9/27/03,1
214616,2/6/97,1
210357,4/22/07,1
412880,7/26/03,3
240265,6/20/01,6
428257,10/21/06,1
453588,1/18/08,4
486196,8/3/00,4
215853,3/29/02,5
26717,3/29/03,6
70269,3/4/01,7
215799,3/14/03,1
279791,1/10/93,5
430942,4/20/01,5
238983,9/7/04,1
489930,4/11/98,5
208419,11/16/91,3
271375,8/9/92,6
459170,12/29/03,4
103640,2/13/94,1
223676,3/15/07,3
78153,7/21/96,3
476010,10/25/94,1
218647,12/19/07,5
424871,10/29/94,1
84939,6/20/99,4
287711,9/26/95,3
417283,3/22/06,5
208079,6/14/94,6
13467,1/30/02,1
447707,7/27/97,5
296394,9/19/00,2
296950,12/10/06,3
288016,12/18/99,2
425811,10/3/02,4
74522,2/23/03,7
250061,2/19/09,5
268145,1/4/13,1
248832,6/6/00,4
491508,6/15/95,5
473417,11/8/98,4
465441,6/1/92,5
299687,12/2/09,3
14530,9/1/01,7
422108,9/9/94,5
430283,8/25/01,6
67344,2/21/00,7
478441,11/21/98,6
230649,7/23/05,6
228142,9/19/99,7
101383,5/2/05,4
36383,10/30/13,7
12794,11/7/04,1
437269,6/29/97,1
262880,11/18/00,5
35947,2/29/96,2
293926,6/11/03,7
245985,10/29/97,6
422986,3/28/08,1
454681,11/30/94,1
278827,6/25/02,7
78041,8/25/99,2
247218,1/24/99,1
72176,11/8/95,6
22523,12/22/01,4
445720,11/29/99,6
278679,7/27/04,6
29035,9/8/93,3
236233,5/7/05,5
476163,8/12/94,2
494006,7/24/99,1
38038,3/26/01,5
443092,12/7/97,5
424272,5/26/10,7
454103,1/6/96,1
72570,4/21/09,7
444775,3/20/03,2
425751,11/29/00,5
492078,9/1/96,4
456153,7/15/03,6
76934,7/10/01,3
220396,5/10/91,4
253851,9/14/99,2
13647,4/10/97,2
56143,7/17/02,1
262872,1/22/94,3
56300,2/26/00,6
274734,12/10/99,2
243265,4/10/04,1
465352,8/12/93,5
484954,11/6/01,5
35609,12/28/92,4
469522,7/14/00,4
55467,1/2/96,2
267620,9/14/00,5
84951,3/23/08,2
450750,12/23/95,2
204736,7/25/93,1
464371,1/11/92,5
290537,2/19/97,4
103688,9/10/11,2
417267,4/9/02,1
484638,12/12/03,3
105811,11/2/97,4
250226,10/27/07,5
401881,1/6/96,6
295457,10/29/92,2
253204,10/25/96,3
489571,9/29/01,3
467528,3/12/92,1
263026,3/29/00,6
482492,2/20/98,2
461676,9/4/06,1
251466,11/1/02,1
478887,2/5/92,1
14624,11/30/04,6
437004,10/20/09,7
283188,10/6/95,4
49540,7/29/09,6
211414,10/29/94,1
33893,3/14/03,5
204274,11/15/00,2
278459,1/30/98,3
489287,7/9/08,5
53859,1/27/05,5
466438,3/16/99,2
260629,9/16/07,3
269938,9/15/03,3
454269,6/28/99,4
245905,3/13/92,6
263852,12/31/02,7
498317,9/24/99,2
299915,12/11/00,5
205035,4/1/07,3
261675,11/6/93,6
471262,7/24/01,5
73407,12/5/98,3
211964,1/29/99,7
290201,5/21/01,3
471617,7/15/96,5
45177,12/15/90,6
39645,12/2/97,3
478824,7/24/04,3
32629,3/19/99,7
63399,3/2/91,1
78417,5/22/02,5
269295,6/15/99,7
99434,7/30/03,6
214830,1/29/91,4
34302,3/25/99,5
95038,4/25/00,4
281368,12/14/98,5
18893,11/3/96,2
459764,1/6/01,3
485915,7/9/09,3
242726,12/7/01,5
259999,5/8/95,5
475333,2/17/98,1
225243,11/6/00,7
465534,1/15/97,3
23609,11/17/99,5
84678,12/29/99,2
217357,2/10/00,2
448988,2/1/94,1
286476,8/8/02,2
240186,11/27/94,2
454345,9/17/07,2
228167,5/30/07,1
402597,9/9/97,3
463145,11/21/97,7
401304,4/16/04,6
73232,2/17/00,5
420675,4/15/04,2
41573,7/27/05,2
474045,8/22/91,7
446123,6/6/00,3
423876,1/18/00,2
491227,4/28/97,3
472757,5/5/96,1
240950,6/21/01,6
273574,3/3/98,3
214635,5/22/96,1
61321,5/23/99,5
428388,6/15/03,4
91663,11/20/03,5
27672,2/12/01,3
34760,11/9/01,1
473412,1/23/01,6
446005,2/13/94,3
451025,12/13/99,5
402187,8/15/99,3
439755,9/28/05,1
448145,11/21/93,6
464962,12/29/01,2
465111,9/11/02,7
467423,8/27/95,7
418378,1/15/99,3
47517,3/10/02,5
220319,8/12/00,2
253410,7/25/90,5
274876,6/19/12,1
79557,9/8/99,2
108619,8/26/03,7
415002,7/10/04,1
467126,7/6/92,7
218637,5/18/95,3
68923,10/26/98,7
299561,11/14/14,2
439881,5/21/00,5
299578,11/19/02,6
224036,8/11/98,5
431306,9/5/99,7
23949,11/21/00,6
497216,2/26/92,1
77796,1/25/02,1
38728,7/28/06,2
11919,6/2/03,7
87381,8/6/98,4
483694,12/1/01,2
496168,10/25/07,1
285177,11/19/94,5
498417,6/24/97,5
493713,3/28/00,6
210611,11/3/96,1
38904,12/15/98,6
267354,6/27/01,5
57908,4/25/03,3
275235,9/16/98,7
231730,8/6/01,3
86484,7/9/01,5
56346,11/16/93,7
499520,7/24/00,7
484382,12/14/06,6
54318,11/22/03,6
266455,9/7/97,1
461695,8/24/94,1
25946,3/11/07,2
456551,9/29/97,4
203697,10/31/04,3
235442,8/15/06,6
243298,10/12/96,6
39742,6/16/05,7
270401,4/28/06,5
430358,8/20/04,2
60493,12/27/00,3
75338,12/17/93,5
486953,9/15/12,7
91266,10/18/96,7
454787,8/11/01,6
95224,4/5/00,5
499147,6/11/99,6
424888,2/15/14,5
465245,7/23/00,4
265566,7/17/95,2
496637,7/16/10,1
13292,10/30/05,4
46522,7/28/02,3
444229,9/29/01,6
495232,7/6/00,7
409171,7/1/00,5
492348,9/6/94,6
401482,5/15/04,6
299934,3/1/92,1
499748,10/26/05,3
22786,1/15/98,1
423255,5/15/00,4
67648,10/20/99,5
73713,10/2/98,5
34776,7/24/04,6
245933,8/30/97,1
58391,10/29/04,2
289524,5/5/02,2
405017,2/12/00,7
488869,3/11/08,1
463333,3/16/94,2
239878,2/17/95,5
237092,12/6/98,6
258073,12/4/93,2
87184,6/26/93,3
491957,1/14/04,4
219976,7/28/03,6
461811,6/11/02,4
48241,11/10/12,7
33280,7/30/95,2
46161,1/8/00,2
268377,6/25/98,5
278868,12/2/96,1
488712,12/17/00,7
54851,1/31/95,5
412561,6/3/06,1
414919,6/27/02,1
411598,10/11/98,5
87765,1/20/00,3
59386,4/13/03,1
252481,1/28/00,1
246124,10/1/93,5
298486,1/9/96,5
415558,9/8/01,1
22435,11/26/02,5
30164,3/3/05,4
46644,11/14/05,1
259962,5/23/08,2
476335,5/31/92,6
452202,2/22/03,5
90488,5/9/00,5
223636,3/16/10,3
80912,3/10/00,1
39235,12/9/94,5
70407,1/14/91,1
254617,9/6/98,6
422616,3/20/02,1
31985,6/18/98,5
449842,1/17/96,4
258220,4/9/02,2
85190,9/30/94,5
426209,3/11/96,2
262284,3/17/96,5
206467,9/22/02,4
295860,5/9/96,3
486259,3/7/94,7
288736,10/2/97,2
61150,6/18/05,7
290490,6/3/02,7
96610,12/23/02,3
105583,1/9/99,5
15986,8/8/03,5
210594,3/5/05,5
65906,1/7/03,1
270648,5/20/91,3
88515,7/22/07,4
296535,8/25/03,7
212340,9/27/01,4
441338,3/13/95,7
203877,5/18/01,4
296469,4/8/08,5
435649,7/9/92,7
72612,5/8/04,2
457530,10/1/99,6
21163,10/25/06,3
483833,2/14/00,2
280724,3/12/92,4
214759,5/11/05,1
105157,3/13/01,5
447330,8/30/09,2
242380,4/7/97,5
96115,2/5/96,6
416897,5/19/01,4
289275,10/4/00,2
41623,3/15/05,6
437476,2/25/98,6
245809,3/26/03,4
244601,2/22/95,1
57008,4/7/04,4
448626,7/16/01,4
100203,7/28/05,5
23963,3/7/01,3
233967,7/18/02,3
89409,2/23/91,7
436112,10/12/01,5
102206,11/27/95,7
462454,10/24/95,7
83044,5/31/02,1
420663,10/5/99,4
427314,3/8/91,5
233179,4/1/01,1
105564,10/10/01,3
482055,12/3/01,5
32368,5/5/00,7
74666,8/7/00,4
424451,4/22/00,2
477774,2/16/05,7
89826,4/1/91,7
23600,7/28/96,7
228092,10/17/90,5
49758,4/17/96,3
212625,12/14/93,2
256401,7/26/03,7
289259,1/22/00,7
223414,3/2/00,3
71915,5/20/99,1
288398,2/23/05,7
210388,2/27/96,6
41449,10/24/01,3
440533,7/18/07,2
202781,12/17/05,4
449725,1/30/96,4
498119,6/17/95,1
283600,4/18/03,1
83481,9/17/03,2
213310,2/2/93,1
38294,5/7/03,7
418080,3/7/03,3
456282,1/22/98,1
273683,6/11/93,2
281067,6/29/04,6
226485,12/30/99,6
47585,8/24/00,3
231189,9/17/95,3
11353,5/14/00,7
447433,7/3/05,5
455620,9/21/99,6
266177,1/10/94,3
462620,2/2/09,6
261791,4/15/05,3
206067,5/2/99,7
63743,3/8/05,5
71387,6/25/96,6
48322,10/5/99,7
299313,1/8/02,5
256375,11/19/99,3
403400,1/3/95,6
224061,8/9/97,4
90512,11/2/93,3
50145,3/5/00,7
468766,12/9/98,5
97480,6/18/95,2
279174,2/28/99,5
226629,11/21/92,6
42688,3/31/03,2
287515,4/7/98,4
52801,2/28/99,7
466816,2/28/10,4
491912,10/27/00,1
106123,11/14/95,2
292043,3/4/04,3
459592,10/2/96,5
447187,3/13/93,6
35783,11/17/99,4
70998,8/12/94,5
54694,12/9/02,4
44864,8/12/03,1
458321,8/27/01,6
461583,8/28/93,5
451071,10/19/99,5
65120,9/23/02,6
400605,6/22/02,2
102662,1/4/04,6
28245,3/7/00,5
13588,4/29/98,5
217289,1/1/06,2
425922,12/22/95,4
62564,1/10/04,4
276076,4/5/98,2
219692,4/23/98,5
417606,6/26/92,4
13003,11/24/02,7
281344,7/30/98,1
224803,11/19/98,5
416951,3/22/99,5
481505,3/17/95,7
440195,9/13/98,5
102838,11/20/06,3
58278,6/23/99,5
484480,11/17/98,3
408291,8/28/97,4
98463,2/13/08,5
241614,11/2/97,3
430281,1/22/03,4
94317,6/17/09,6
40390,4/22/91,4
217787,2/23/06,2
493411,4/4/02,1
420394,6/8/91,6
23902,5/20/98,3
272239,5/22/95,2
448980,3/7/94,4
279889,11/25/92,7
272497,6/23/08,1
16862,6/15/95,2
422521,10/10/93,6
211014,12/19/06,1
108227,6/29/02,1
97322,5/5/05,5
426756,12/6/99,1
484210,5/15/09,5
460421,8/27/96,2
461641,3/20/95,2
433088,3/16/92,3
229786,10/30/05,3
461730,7/19/06,2
33392,7/15/99,5
434875,7/27/92,7
486665,6/2/06,3
109911,2/3/96,1
469407,8/6/01,6
43425,3/12/01,7
467767,5/26/99,2
432520,12/6/10,6
206802,4/3/03,4
426445,1/12/90,3
67529,4/16/02,3
284265,5/6/99,2
207176,12/15/96,1
36099,1/19/01,5
35914,2/6/00,6
292289,9/28/06,6
408655,2/14/08,7
483692,8/4/03,1
451342,8/17/05,6
55661,8/18/96,6
494943,10/3/07,1
86335,4/27/04,5
478336,1/15/04,5
239035,3/19/09,4
17247,7/10/00,5
28374,4/29/02,5
81714,9/10/03,7
262098,2/27/00,4
230660,1/18/99,4
46781,11/23/98,1
19293,1/2/94,4
465492,2/19/97,3
33468,6/18/07,4
99897,7/11/96,6
453336,7/20/93,3
449187,2/3/97,7
20640,3/27/96,2
19590,7/18/04,3
293624,7/2/99,1
437137,8/9/96,6
79958,1/14/97,2
46206,10/22/08,7
210770,3/27/98,1
53165,11/17/99,2
57220,9/9/99,6
81600,3/18/01,2
26397,5/29/02,7
256281,2/17/02,5
472958,8/8/02,5
201846,8/20/00,5
56385,1/16/96,1
414579,3/30/03,1
35831,2/7/95,1
82423,8/11/96,1
261470,5/9/09,3
494226,5/11/02,3
495523,2/10/00,7
44163,12/5/95,3
431162,7/26/04,5
14137,7/24/04,3
420275,7/20/10,4
470884,8/21/04,6
34729,12/3/03,7
93978,3/16/00,4
482596,12/16/06,3
423612,4/1/92,7
469186,10/29/02,7
229572,8/22/01,5
480098,5/24/05,4
12254,10/21/02,4
239753,8/29/05,1
445355,11/1/89,5
439915,8/23/98,6
201512,9/28/01,3
400079,9/20/02,7
32259,11/22/96,1
52217,2/18/94,3
108264,12/31/95,1
275444,7/29/01,3
435169,3/31/05,3
220493,12/19/96,3
57967,11/30/04,4
431631,4/20/99,5
65923,10/7/12,1
87625,9/17/00,4
34606,4/24/07,7
57853,6/14/03,7
412178,4/7/00,5
263385,6/8/99,6
217212,2/10/05,1
498057,6/30/94,2
488625,7/22/00,4
227887,12/19/04,7
423532,3/17/97,7
208448,5/8/05,1
450305,12/22/00,5
247037,8/5/99,4
464033,5/20/98,7
458556,6/27/04,2
92646,5/3/93,3
277993,9/15/12,1
45858,5/31/98,5
466006,9/9/97,7
63728,3/17/98,3
428442,6/9/00,5
245929,1/25/98,5
59186,2/15/95,7
283047,2/11/06,1
43645,10/30/94,5
57723,4/7/93,5
76534,11/11/95,3
414294,11/3/03,4
47781,7/10/96,7
204792,6/17/99,1
273152,12/14/94,1
203758,8/31/97,5
219903,6/17/02,1
211421,3/28/91,6
458590,7/16/06,6
78382,10/31/94,3
239232,3/8/97,1
285859,12/18/90,4
208320,7/17/02,7
13363,5/22/00,4
202568,9/22/96,2
469007,7/3/94,7
223942,7/28/99,5
484591,8/7/00,1
278893,12/2/98,2
499969,4/10/06,5
97323,10/24/00,5
33448,4/3/94,1
96799,11/10/03,1
59151,4/12/05,1
444035,7/18/00,6
61164,2/27/04,4
27572,12/24/95,2
483522,7/5/03,2
408116,8/18/94,4
423260,5/23/02,7
435949,6/3/01,6
470232,2/21/08,3
248689,10/17/99,3
241419,3/1/95,4
51274,7/1/07,3
444040,4/27/09,6
454215,4/7/01,4
247586,6/4/06,1
19550,10/11/97,3
205927,11/20/14,1
441247,6/29/98,2
17803,3/24/98,1
37486,7/12/99,7
402348,8/5/98,1
266227,8/12/92,4
281787,10/9/95,1
235130,8/28/00,7
43912,3/28/02,6
282724,5/16/04,7
251388,12/31/95,6
427622,5/9/05,2
277248,6/6/03,3
297559,12/6/02,7
266783,2/26/01,4
409496,8/13/95,7
35584,9/24/98,1
217455,1/25/99,7
455359,8/20/02,7
420156,7/13/02,4
297476,10/30/02,1
422646,4/1/92,7
481463,4/19/98,2
90377,11/11/08,2
55324,10/3/99,6
474852,3/15/02,7
253800,9/16/98,2
214091,1/16/99,7
244270,8/30/00,3
470187,3/14/00,1
207639,7/28/00,4
287507,12/26/93,5
249515,11/2/89,1
60156,1/16/05,7
55402,10/6/94,1
14826,2/20/03,3
260155,11/13/05,4
54364,6/9/00,1
497170,10/13/93,3
18324,8/18/99,5
227858,2/27/01,1
293874,8/1/98,1
92343,4/26/07,4
65894,8/10/96,5
241964,3/23/95,4
260128,7/12/90,6
453327,6/29/02,5
470732,11/4/94,1
48101,8/5/04,6
267006,11/24/01,6
247685,9/4/93,1
416037,6/24/00,7
246868,12/7/10,1
52608,6/7/06,1
13301,5/19/92,6
10378,9/21/99,1
285741,12/23/98,5
492765,4/20/95,7
497753,6/19/05,6
17165,2/23/97,3
437953,3/1/96,4
22037,8/14/01,6
17604,11/18/99,4
63821,6/1/10,6
73155,5/14/09,3
489864,12/11/95,3
495562,9/19/00,6
412010,2/15/95,5
267903,4/19/05,7
64474,4/27/96,5
201797,5/12/98,5
234106,4/6/03,5
94913,6/7/92,1
404852,3/5/98,4
249805,6/5/95,2
459529,12/1/97,3
50375,11/16/91,3
47454,5/2/03,5
203673,11/26/89,5
70282,12/25/97,1
69654,12/16/94,1
200669,7/28/99,4
232207,8/19/00,1
403343,5/30/00,7
285785,5/18/09,7
493974,2/25/07,4
497137,6/15/96,7
266464,12/18/95,4
461491,6/9/90,1
18949,5/17/11,7
83596,10/10/97,4
473455,6/8/94,4
431322,8/2/09,5
286706,8/2/99,1
451712,12/12/99,2
297999,6/22/98,6
494456,12/25/92,7
285559,12/10/92,2
275462,2/20/99,2
233392,12/25/00,1
104419,12/26/01,2
490456,1/16/96,3
219636,9/5/98,4
294947,2/6/96,4
14795,9/26/92,4
415311,2/28/14,6
42746,9/29/01,6
416138,8/30/02,6
49986,5/3/97,6
47488,9/28/91,2
224660,6/12/97,2
107688,6/7/11,4
439245,1/2/03,5
286198,12/14/97,5
229492,4/6/02,7
404281,4/22/05,4
484619,12/13/00,1
46497,6/5/03,5
438387,3/13/93,1
421511,11/30/01,4
231435,12/25/06,5
448636,4/26/00,6
37543,1/28/93,7
20575,9/3/99,4
434811,4/27/96,3
230121,8/16/90,4
82969,2/10/05,1
461915,8/14/94,1
474004,6/4/06,7
76887,1/18/95,7
413288,3/30/04,1
26328,2/14/02,2
419761,3/4/03,7
282819,5/12/01,1
456206,9/2/98,6
472705,10/11/91,1
98663,5/12/92,1
492373,2/11/99,2
450183,3/23/01,5
420110,3/12/03,5
25268,7/28/06,1
413570,9/7/92,7
22418,7/7/95,6
262413,4/24/96,2
85223,1/6/97,2
106036,7/16/92,2
71644,10/7/93,5
224617,10/12/95,4
474861,9/29/94,6
262900,8/25/97,2
206400,6/5/02,3
36950,5/12/96,7
468262,5/21/93,5
427299,4/30/00,4
236647,1/7/11,1
27169,5/12/05,1
456849,10/30/95,2
52498,1/24/03,3
78676,7/7/91,6
411397,2/12/09,1
50584,8/24/97,4
21447,10/7/96,4
88756,3/6/95,5
242907,3/15/94,6
408591,3/1/92,2
478041,11/4/96,1
276613,10/30/99,4
214349,1/3/04,4
208311,1/23/05,3
226721,12/21/94,7
61326,12/11/95,2
21073,12/14/03,2
224076,1/1/98,1
61529,8/4/08,4
460566,9/2/90,3
231205,6/5/04,4
49200,12/21/06,7
28900,7/23/02,2
480437,5/6/03,1
29441,10/16/04,1
202671,9/18/00,5
275333,8/3/02,6
229431,10/22/99,6
266429,9/24/01,6
72831,8/1/94,4
448763,10/4/96,2
446488,1/2/00,6
