emp_no,salary
87192,40000
87193,52227
87194,71007
87195,84244
87196,40000
87197,40000
87198,40000
87199,75346
87200,49649
87201,40000
87202,86491
87203,60351
87204,40116
87205,40000
87206,51278
87207,65480
87208,48248
87209,40000
87210,58568
87211,68776
87212,40000
87213,40000
87214,40000
87215,40000
87216,69668
87217,52195
87218,40000
87219,50826
87220,67079
87221,40000
87222,68649
87223,75235
87224,49065
87225,40000
87226,61637
87227,96482
87228,40000
87229,40000
87230,59080
87231,45075
87232,67221
87233,67620
87234,111013
87235,56398
87236,42075
87237,76202
87238,49941
87239,70710
87240,55619
87241,40000
87242,74026
87243,50052
87244,61095
87245,65536
87246,83488
87247,99254
87248,53823
87249,40000
87250,45676
87251,63662
87252,40000
87253,58656
87254,49265
87255,70300
87256,72144
87257,43982
87258,57861
87259,73885
87260,54945
87261,92490
87262,45834
87263,40000
87264,48708
87265,40000
87266,71463
87267,40000
87268,71219
87269,48145
87270,51197
87271,50183
87272,40000
87273,46285
87274,70387
87275,47509
87276,43960
87277,43929
87278,46533
87279,40000
87280,40000
87281,40000
87282,63865
87283,40000
87284,40000
87285,40000
87286,40576
87287,72028
87288,74734
87289,52105
87290,40000
87291,45656
87292,40000
87293,56944
87294,40000
87295,40000
87296,44263
87297,54830
87298,64327
87299,61276
87300,81245
87301,40000
87302,45472
87303,40000
87304,59815
87305,40000
87306,40000
87307,71553
87308,40000
87309,64432
87310,66547
87311,50134
87312,40000
87313,41237
87314,59138
87315,85534
87316,53090
87317,40000
87318,59802
87319,40000
87320,68374
87321,40000
87322,40000
87323,44537
87324,40000
87325,47538
87326,47790
87327,45724
87328,40000
87329,40000
87330,54874
87331,40000
87332,76585
87333,43745
87334,40000
87335,40000
87336,58169
87337,40000
87338,40000
87339,70026
87340,49358
87341,49488
87342,45402
87343,52277
87344,40000
87345,40000
87346,40000
87347,49902
87348,46441
87349,55852
87350,42330
87351,55885
87352,40000
87353,54168
87354,40000
87355,81811
87356,40000
87357,73292
87358,40000
87359,59518
87360,74360
87361,83196
87362,40307
87363,76895
87364,51134
87365,55899
87366,73278
87367,54520
87368,73060
87369,45729
87370,40000
87371,40206
87372,68251
87373,82841
87374,99927
87375,45122
87376,65985
87377,40000
87378,53765
87379,40000
87380,40000
87381,40000
87382,40000
87383,40000
87384,79780
87385,40000
87386,42710
87387,46807
87388,40000
87389,40000
87390,49873
87391,61807
87392,40000
87393,40000
87394,40815
87395,54967
87396,58730
87397,47343
87398,67908
87399,40756
87400,62642
87401,40000
87402,82181
87403,58220
87404,65380
87405,97445
87406,40000
87407,75191
87408,53950
87409,61769
87410,46376
87411,53535
87412,40000
87413,40000
87414,80556
87415,40000
87416,91229
87417,40000
87418,40000
87419,62021
87420,61974
87421,47888
87422,40000
87423,45790
87424,40000
87425,77584
87426,40000
87427,48906
87428,45179
87429,59541
87430,44642
87431,40000
87432,83715
87433,40000
87434,52925
87435,40000
87436,43297
87437,40000
87438,40000
87439,54372
87440,57630
87441,70595
87442,61671
87443,40000
87444,52512
87445,40000
87446,40000
87447,42837
87448,58735
87449,58725
87450,40000
87451,40000
87452,51750
87453,40000
87454,40000
87455,92998
87456,44948
87457,88757
87458,40000
87459,63133
87460,40000
87461,43680
87462,40000
87463,46348
87464,40000
87465,66507
87466,52064
87467,52430
87468,45426
87469,40000
87470,56240
87471,40000
87472,67173
87473,54755
87474,50681
87475,40000
87476,54760
87477,54730
87478,61597
87479,85046
87480,67906
87481,61638
87482,40000
87483,48187
87484,40000
87485,62479
87486,62991
87487,46583
87488,40000
87489,72420
87490,54228
87491,65410
87492,40000
87493,40000
87494,91919
87495,47734
87496,40000
87497,40774
87498,67359
87499,40000
87500,53537
87501,43061
87502,58348
87503,55930
87504,41444
87505,40000
87506,56220
87507,40368
87508,40000
87509,52208
87510,41893
87511,75643
87512,58490
87513,63688
87514,41407
87515,87103
87516,40000
87517,40000
87518,40000
87519,50114
87520,50173
87521,44622
87522,41622
87523,40000
87524,56076
87525,58012
87526,63579
87527,59770
87528,50430
87529,48357
87530,40000
87531,40000
87532,40000
87533,74800
87534,78592
87535,64785
87536,40000
87537,78658
87538,40000
87539,40000
87540,67082
87541,62307
87542,49190
87543,80663
87544,56116
87545,71787
87546,53334
87547,68159
87548,45744
87549,40000
87550,40000
87551,65906
87552,50718
87553,59186
87554,40000
87555,58186
87556,84680
87557,40000
87558,40000
87559,40000
87560,61428
87561,65185
87562,40000
87563,40000
87564,40000
87565,48663
87566,40000
87567,46812
87568,66428
87569,64034
87570,58323
87571,47409
87572,52496
87573,40000
87574,40179
87575,55389
87576,54924
87577,74908
87578,40000
87579,43254
87580,53950
87581,46679
87582,61109
87583,60230
87584,40000
87585,47975
87586,44529
87587,59775
87588,69880
87589,50647
87590,48224
87591,59817
87592,40000
87593,80862
87594,65317
87595,40000
87596,55809
87597,45061
87598,40000
87599,62234
87600,69706
87601,40000
87602,40000
87603,55482
87604,46681
87605,67948
87606,48335
87607,80074
87608,79787
87609,42128
87610,70498
87611,40000
87612,43448
87613,40000
87614,75872
87615,40000
87616,72930
87617,42932
87618,40000
87619,53920
87620,40000
87621,45663
87622,55805
87623,40000
87624,40000
87625,40000
87626,40000
87627,75290
87628,69628
87629,43684
87630,75388
87631,40000
87632,65348
87633,42537
87634,72015
87635,82773
87636,40000
87637,40000
87638,40000
87639,64016
87640,40000
87641,55310
87642,40000
87643,40000
87644,67860
87645,56549
87646,67290
87647,51269
87648,40903
87649,40000
87650,40000
87651,40000
87652,53324
87653,48345
87654,40000
87655,70148
87656,45303
87657,40000
87658,64659
87659,64437
87660,64575
87661,40000
87662,57981
87663,42885
87664,40000
87665,75907
87666,40000
87667,73641
87668,60384
87669,43675
87670,48826
87671,50672
87672,40000
87673,84081
87674,44427
87675,51585
87676,62957
87677,67496
87678,40049
87679,52310
87680,51618
87681,64732
87682,57943
87683,48930
87684,40000
87685,40000
87686,40000
87687,104929
87688,72601
87689,59684
87690,65654
87691,43599
87692,66129
87693,40000
87694,63717
87695,40000
87696,64832
87697,84307
87698,58064
87699,47765
87700,41681
87701,52651
87702,77596
87703,49986
87704,40000
87705,40000
87706,44739
87707,40000
87708,40000
87709,40000
87710,52190
87711,73147
87712,40000
87713,55288
87714,40000
87715,44724
87716,45764
87717,60059
87718,40000
87719,40000
87720,78054
87721,67817
87722,43412
87723,40000
87724,81204
87725,43745
87726,40000
87727,40000
87728,72872
87729,40000
87730,79961
87731,40000
87732,46248
87733,45521
87734,79183
87735,50723
87736,46836
87737,43902
87738,80766
87739,61532
87740,40000
87741,65328
87742,88015
87743,45107
87744,49556
87745,50335
87746,65707
87747,40000
87748,40000
87749,76362
87750,40000
87751,55495
87752,44555
87753,41195
87754,40000
87755,58191
87756,40000
87757,44489
87758,40000
87759,63795
87760,62958
87761,69338
87762,88368
87763,79197
87764,46872
87765,61690
87766,40000
87767,57822
87768,99502
87769,76979
87770,40000
87771,46317
87772,40000
87773,45790
87774,48479
87775,78108
87776,48206
87777,67242
87778,74479
87779,57145
87780,40000
87781,54442
87782,50576
87783,61557
87784,40000
87785,61895
87786,40000
87787,80356
87788,68521
87789,69721
87790,41251
87791,65770
87792,97286
87793,59338
87794,46093
87795,40000
87796,40986
87797,40000
87798,70443
87799,53099
87800,57207
87801,40000
87802,44794
87803,51044
87804,64323
87805,40098
87806,73596
87807,40000
87808,40000
87809,40000
87810,85796
87811,63560
87812,40000
87813,63407
87814,40000
87815,71095
87816,40000
87817,40000
87818,42653
87819,68727
87820,40000
87821,71611
87822,45971
87823,57715
87824,62751
87825,57257
87826,44265
87827,49398
87828,62138
87829,40000
87830,54134
87831,40000
87832,51784
87833,40000
87834,40000
87835,82354
87836,51283
87837,40000
87838,51615
87839,55029
87840,40000
87841,47648
87842,79448
87843,77063
87844,40000
87845,48477
87846,78660
87847,40000
87848,72855
87849,72324
87850,40000
87851,40000
87852,56372
87853,40000
87854,40000
87855,40000
87856,40000
87857,58674
87858,47248
87859,54611
87860,40000
87861,40000
87862,54669
87863,53518
87864,42952
87865,40093
87866,58253
87867,55702
87868,40000
87869,75199
87870,40648
87871,49873
87872,61867
87873,40000
87874,58613
87875,40000
87876,55739
87877,53108
87878,40000
87879,40000
87880,40000
87881,42916
87882,98141
87883,66066
87884,40000
87885,57135
87886,45667
87887,52226
87888,86844
87889,80790
87890,55103
87891,71541
87892,72403
87893,62141
87894,47653
87895,49638
87896,62431
87897,57195
87898,69842
87899,59398
87900,52182
87901,61274
87902,43374
87903,40000
87904,40000
87905,40374
87906,46314
87907,50073
87908,45987
87909,67956
87910,60993
87911,40000
87912,66848
87913,51454
87914,41393
87915,40000
87916,40000
87917,40000
87918,40000
87919,40580
87920,41219
87921,40000
87922,60674
87923,89953
87924,40000
87925,49446
87926,77961
87927,65711
87928,41090
87929,40000
87930,40000
87931,46361
87932,42289
87933,67884
87934,40000
87935,71116
87936,44348
87937,44319
87938,40000
87939,40000
87940,60001
87941,40000
87942,40000
87943,63877
87944,53125
87945,40000
87946,76791
87947,40000
87948,47925
87949,40000
87950,40000
87951,40000
87952,40000
87953,57722
87954,40258
87955,76808
87956,40000
87957,40000
87958,40000
87959,60580
87960,58514
87961,40000
87962,44919
87963,44683
87964,40000
87965,110591
87966,40000
87967,40000
87968,47752
87969,40000
87970,90399
87971,58450
87972,72379
87973,46601
87974,60286
87975,74943
87976,48020
87977,50123
87978,71809
87979,50130
87980,42381
87981,58635
87982,43820
87983,100559
87984,40000
87985,52333
87986,40000
87987,50507
87988,55628
87989,46370
87990,60534
87991,40000
87992,70231
87993,40000
87994,62077
87995,60580
87996,65990
87997,42532
87998,61137
87999,40000
88000,49943
88001,68116
88002,45685
88003,52843
88004,45342
88005,71499
88006,53303
88007,46964
88008,44938
88009,54659
88010,64145
88011,40000
88012,49582
88013,78137
88014,45297
88015,47801
88016,40000
88017,40000
88018,55293
88019,57735
88020,40000
88021,57425
88022,60954
88023,65459
88024,55772
88025,47798
88026,59711
88027,61940
88028,56460
88029,80971
88030,40000
88031,40000
88032,61495
88033,55068
88034,44732
88035,58668
88036,54097
88037,43763
88038,75401
88039,40000
88040,74793
88041,79721
88042,41040
88043,40000
88044,57991
88045,51345
88046,40000
88047,59646
88048,61612
88049,59043
88050,96738
88051,60982
88052,60082
88053,40000
88054,44258
88055,76222
88056,58824
88057,52377
88058,40000
88059,40000
88060,72202
88061,40513
88062,40000
88063,46346
88064,40000
88065,68909
88066,40000
88067,48664
88068,57234
88069,40000
88070,42670
88071,42725
88072,73548
88073,42959
88074,45618
88075,54295
88076,62042
88077,45703
88078,47079
88079,40000
88080,82758
88081,40000
88082,70893
88083,41874
88084,78823
88085,53146
88086,49953
88087,40000
88088,43797
88089,59990
88090,40000
88091,42822
88092,49150
88093,40000
88094,58485
88095,50227
88096,53411
88097,50430
88098,46931
88099,60533
88100,40000
88101,40000
88102,46563
88103,81862
88104,40000
88105,69379
88106,43180
88107,67458
88108,40000
88109,40000
88110,40000
88111,56562
88112,44385
88113,40000
88114,40000
88115,51175
88116,69054
88117,46094
88118,83173
88119,45462
88120,47145
88121,41793
88122,57733
88123,40000
88124,40000
88125,43097
88126,68711
88127,84840
88128,60131
88129,40000
88130,40000
88131,85637
88132,77525
88133,71058
88134,58742
88135,40000
88136,61112
88137,48391
88138,50162
88139,60494
88140,40000
88141,51287
88142,40000
88143,40000
88144,40000
88145,40641
88146,42388
88147,58124
88148,49661
88149,45525
88150,40000
88151,62078
88152,68595
88153,40000
88154,92382
88155,83605
88156,40000
88157,83529
88158,43048
88159,56466
88160,40000
88161,77624
88162,73535
88163,46189
88164,61184
88165,40000
88166,42104
88167,40000
88168,40000
88169,53529
88170,40000
88171,40000
88172,73121
88173,62056
88174,40000
88175,40000
88176,46532
88177,47714
88178,48892
88179,69881
88180,54853
88181,60872
88182,40000
88183,40000
88184,66167
88185,74680
88186,40000
88187,40000
88188,40000
88189,51194
88190,54848
88191,49564
88192,40000
88193,44807
88194,71534
88195,64667
88196,51840
88197,57174
88198,40000
88199,65359
88200,40000
88201,53033
88202,60791
88203,49482
88204,85844
88205,54788
88206,68216
88207,68020
88208,43909
88209,41612
88210,56099
88211,60120
88212,40000
88213,60462
88214,40000
88215,40000
88216,55862
88217,66152
88218,40000
88219,56354
88220,40000
88221,73864
88222,64798
88223,40000
88224,55223
88225,42907
88226,40000
88227,40000
88228,50776
88229,51468
88230,48729
88231,40000
88232,40000
88233,40000
88234,42479
88235,65382
88236,45356
88237,46813
88238,44334
88239,40000
88240,44582
88241,40000
88242,80186
88243,71558
88244,40000
88245,40000
88246,40000
88247,58365
88248,70297
88249,50629
88250,53013
88251,40000
88252,40000
88253,40081
88254,50857
88255,65795
88256,40000
88257,59952
88258,57236
88259,40000
88260,45760
88261,98882
88262,40000
88263,44705
88264,40000
88265,60449
88266,55109
88267,40000
88268,52779
88269,53523
88270,47839
88271,40000
88272,80244
88273,40000
88274,66006
88275,47713
88276,44863
88277,40000
88278,74018
88279,40000
88280,51767
88281,40000
88282,48255
88283,40000
88284,65067
88285,52837
88286,44587
88287,76687
88288,72371
88289,60083
88290,59430
88291,101626
88292,54095
88293,65548
88294,54066
88295,59228
88296,40000
88297,78632
88298,54552
88299,80632
88300,65250
88301,47084
88302,59682
88303,40000
88304,54679
88305,40000
88306,46432
88307,87385
88308,40000
88309,63968
88310,53289
88311,43846
88312,62035
88313,46565
88314,67538
88315,49758
88316,62790
88317,43873
88318,77830
88319,69281
88320,40000
88321,75418
88322,46893
88323,41488
88324,40000
88325,40000
88326,73374
88327,61730
88328,40000
88329,40000
88330,40000
88331,43822
88332,71717
88333,42922
88334,66933
88335,40000
88336,65160
88337,40000
88338,40000
88339,66912
88340,93555
88341,40382
88342,43620
88343,40000
88344,66092
88345,44025
88346,46690
88347,48363
88348,40000
88349,60509
88350,61322
88351,67569
88352,40000
88353,49997
88354,63180
88355,44701
88356,42613
88357,40000
88358,63202
88359,55954
88360,40000
88361,40000
88362,40000
88363,54136
88364,48852
88365,40000
88366,53256
88367,40000
88368,40000
88369,46715
88370,50148
88371,41521
88372,43775
88373,40000
88374,62377
88375,40000
88376,68331
88377,58946
88378,40000
88379,40000
88380,40000
88381,40000
88382,40000
88383,40000
88384,40000
88385,61724
88386,40000
88387,56463
88388,68754
88389,76302
88390,96333
88391,40000
88392,73444
88393,66413
88394,40000
88395,51744
88396,62808
88397,72418
88398,43784
88399,40000
88400,56022
88401,87467
88402,43980
88403,42013
88404,40000
88405,40000
88406,40000
88407,41811
88408,42714
88409,47074
88410,96249
88411,40000
88412,48869
88413,61289
88414,40000
88415,74180
88416,54685
88417,66870
88418,57726
88419,40000
88420,44175
88421,61256
88422,67886
88423,66724
88424,48726
88425,49057
88426,40000
88427,92078
88428,40548
88429,40000
88430,70219
88431,63996
88432,60960
88433,40000
88434,63894
88435,40000
88436,49603
88437,55580
88438,80330
88439,51419
88440,54269
88441,43770
88442,47451
88443,40000
88444,48730
88445,40000
88446,40000
88447,40000
88448,40000
88449,54937
88450,40000
88451,40000
88452,51066
88453,40000
88454,58765
88455,65901
88456,96019
88457,40000
88458,47234
88459,85442
88460,52888
88461,52050
88462,40000
88463,40000
88464,40000
88465,40000
88466,67646
88467,61183
88468,40000
88469,79476
88470,89498
88471,52811
88472,64744
88473,55214
88474,57509
88475,40000
88476,86831
88477,57571
88478,71361
88479,73086
88480,40000
88481,40000
88482,55741
88483,40000
88484,82427
88485,74881
88486,61893
88487,40000
88488,83866
88489,40000
88490,44650
88491,79982
88492,49320
88493,40000
88494,83192
88495,44248
88496,63437
88497,53049
88498,58613
88499,40000
88500,50833
88501,60255
88502,65819
88503,61291
88504,66447
88505,47511
88506,40000
88507,53572
88508,69939
88509,40000
88510,67697
88511,54125
88512,40000
88513,40000
88514,50625
88515,40000
88516,48501
88517,43736
88518,53476
88519,40000
88520,93859
88521,60481
88522,51377
88523,74355
88524,53341
88525,71994
88526,72097
88527,40000
88528,52298
88529,55722
88530,40000
88531,40000
88532,40000
88533,67564
88534,46900
88535,57306
88536,40000
88537,65961
88538,53647
88539,46947
88540,42797
88541,40000
88542,64450
88543,40000
88544,84808
88545,51499
88546,74105
88547,68440
88548,54011
88549,60924
88550,42208
88551,40000
88552,46909
88553,72436
88554,41903
88555,40000
88556,60758
88557,44516
88558,48874
88559,40000
88560,45816
88561,88287
88562,44441
88563,56118
88564,63436
88565,49809
88566,40000
88567,76938
88568,55480
88569,40557
88570,46244
88571,61568
88572,68021
88573,51940
88574,57979
88575,58652
88576,69248
88577,42485
88578,43659
88579,40000
88580,40940
88581,40000
88582,40000
88583,40000
88584,66913
88585,40000
88586,44929
88587,46738
88588,70798
88589,63281
88590,57076
88591,50534
88592,47141
88593,69731
88594,40000
88595,58940
88596,44165
88597,40000
88598,46997
88599,62472
88600,64507
88601,74461
88602,43073
88603,63167
88604,40000
88605,59806
88606,40000
88607,66277
88608,40000
88609,40000
88610,40000
88611,43332
88612,40000
88613,40000
88614,56938
88615,54777
88616,48648
88617,42262
88618,86608
88619,59950
88620,41102
88621,60845
88622,47728
88623,40000
88624,40000
88625,52310
88626,40000
88627,62176
88628,40000
88629,60818
88630,70318
88631,46430
88632,40000
88633,40000
88634,40000
88635,40000
88636,47067
88637,65475
88638,40000
88639,40000
88640,45045
88641,84175
88642,42244
88643,40000
88644,48734
88645,40000
88646,40000
88647,47900
88648,42413
88649,41800
88650,40000
88651,46737
88652,55932
88653,49940
88654,42812
88655,48331
88656,72385
88657,40000
88658,76161
88659,83970
88660,40000
88661,45953
88662,40000
88663,53010
88664,40000
88665,40000
88666,52293
88667,44600
88668,58178
88669,40000
88670,40000
88671,40000
88672,40000
88673,44395
88674,40000
88675,40000
88676,50791
88677,55285
88678,46423
88679,59851
88680,40000
88681,40000
88682,62345
88683,40000
88684,55140
88685,69792
88686,46031
88687,40000
88688,55762
88689,48835
88690,46450
88691,41996
88692,45333
88693,57925
88694,40000
88695,63307
88696,40000
88697,40000
88698,46666
88699,40000
88700,50096
88701,40000
88702,40000
88703,40000
88704,40000
88705,52713
88706,64295
88707,40000
88708,43529
88709,66972
88710,82540
88711,40000
88712,40000
88713,40000
88714,40000
88715,92078
88716,51092
88717,46541
88718,55688
88719,40000
88720,40000
88721,40000
88722,56299
88723,48879
88724,57536
88725,52697
88726,46311
88727,58661
88728,41720
88729,46718
88730,40000
88731,40000
88732,40000
88733,63061
88734,40000
88735,56909
88736,42729
88737,55958
88738,67376
88739,56988
88740,40000
88741,40000
88742,40000
88743,40000
88744,58628
88745,47486
88746,81006
88747,77086
88748,40000
88749,71311
88750,40000
88751,60670
88752,40000
88753,87619
88754,73413
88755,40000
88756,44140
88757,66576
88758,40000
88759,40000
88760,44393
88761,40000
88762,60150
88763,40000
88764,62130
88765,40000
88766,80437
88767,69087
88768,63259
88769,46289
88770,40000
88771,64325
88772,40000
88773,98969
88774,50687
88775,42620
88776,46507
88777,59317
88778,40000
88779,61358
88780,40000
88781,65397
88782,53938
88783,105234
88784,40000
88785,62076
88786,71365
88787,46622
88788,40000
88789,41111
88790,55022
88791,43581
88792,40000
88793,40000
88794,48686
88795,40000
88796,40000
88797,52814
88798,43649
88799,40000
88800,42585
88801,40000
88802,40000
88803,73382
88804,85245
88805,67619
88806,56404
88807,55041
88808,60128
88809,75956
88810,53397
88811,72136
88812,47011
88813,45545
88814,40000
88815,77725
88816,40000
88817,65864
88818,47163
88819,40000
88820,45610
88821,67179
88822,46897
88823,40663
88824,53701
88825,64077
88826,71769
88827,40000
88828,40000
88829,53176
88830,58314
88831,40000
88832,40000
88833,66974
88834,40000
88835,49033
88836,45673
88837,40000
88838,40000
88839,61984
88840,49867
88841,40000
88842,40000
88843,64216
88844,54866
88845,58741
88846,40000
88847,64399
88848,64283
88849,53865
88850,74402
88851,41737
88852,40000
88853,50382
88854,51673
88855,83433
88856,43619
88857,88356
88858,40000
88859,56021
88860,40000
88861,40000
88862,62876
88863,40000
88864,66955
88865,76156
88866,47424
88867,52232
88868,79662
88869,65329
88870,53886
88871,42492
88872,69061
88873,48477
88874,49155
88875,55280
88876,40000
88877,40000
88878,68867
88879,40000
88880,72336
88881,40000
88882,42098
88883,49376
88884,89926
88885,40000
88886,41560
88887,45194
88888,40000
88889,40000
88890,75936
88891,83337
88892,40000
88893,40000
88894,40000
88895,47190
88896,40000
88897,40000
88898,40000
88899,65952
88900,64283
88901,48888
88902,71195
88903,62638
88904,71504
88905,45543
88906,76177
88907,61332
88908,40000
88909,47709
88910,58745
88911,66468
88912,40000
88913,40000
88914,62256
88915,40000
88916,90621
88917,65567
88918,71343
88919,40000
88920,47612
88921,44147
88922,52094
88923,40000
88924,40000
88925,40000
88926,79218
88927,40000
88928,42161
88929,71605
88930,40000
88931,59677
88932,66162
88933,53735
88934,55264
88935,55598
88936,76884
88937,47606
88938,58097
88939,53883
88940,48795
88941,58627
88942,54508
88943,49247
88944,40000
88945,51369
88946,48775
88947,40000
88948,40000
88949,49824
88950,40000
88951,42988
88952,77382
88953,43954
88954,40000
88955,44572
88956,49856
88957,86192
88958,68392
88959,40000
88960,43713
88961,60103
88962,67453
88963,48138
88964,55347
88965,45594
88966,89348
88967,40000
88968,40000
88969,56778
88970,67644
88971,50839
88972,40000
88973,55462
88974,40000
88975,88305
88976,46524
88977,46519
88978,55645
88979,40450
88980,40000
88981,62137
88982,40000
88983,55468
88984,52574
88985,46316
88986,40000
88987,55482
88988,42257
88989,45923
88990,40794
88991,62547
88992,40000
88993,40000
88994,70199
88995,76217
88996,41127
88997,45419
88998,40000
88999,61645
89000,40000
89001,40000
89002,43058
89003,85579
89004,68161
89005,40000
89006,43612
89007,40000
89008,50514
89009,57404
89010,40000
89011,79544
89012,41727
89013,64137
89014,40000
89015,41281
89016,69777
89017,75599
89018,40000
89019,40000
89020,51072
89021,59656
89022,76612
89023,40000
89024,40000
89025,74532
89026,52492
89027,74990
89028,46698
89029,40000
89030,40000
89031,40786
89032,40000
89033,40000
89034,40000
89035,40000
89036,49712
89037,52075
89038,50185
89039,40000
89040,47999
89041,62368
89042,76939
89043,51706
89044,41397
89045,40000
89046,52502
89047,50314
89048,60750
89049,47349
89050,40000
89051,68150
89052,73097
89053,40000
89054,46157
89055,40000
89056,56840
89057,40000
89058,41298
89059,56535
89060,65477
89061,66430
89062,70054
89063,53125
89064,94510
89065,63383
89066,77085
89067,83372
89068,47377
89069,40000
89070,40000
89071,47268
89072,40000
89073,46169
89074,63171
89075,40000
89076,40000
89077,40000
89078,71761
89079,48287
89080,61361
89081,40000
89082,40000
89083,74894
89084,87224
89085,69765
89086,40000
89087,86454
89088,40000
89089,40000
89090,47091
89091,40000
89092,40000
89093,40959
89094,69086
89095,48618
89096,46471
89097,49030
89098,48431
89099,79232
89100,86328
89101,51251
89102,48664
89103,72389
89104,92194
89105,61681
89106,60587
89107,45575
89108,40000
89109,46727
89110,73235
89111,40000
89112,40942
89113,77989
89114,61592
89115,47731
89116,40000
89117,77328
89118,48778
89119,43007
89120,40000
89121,42025
89122,58306
89123,40000
89124,50447
89125,40000
89126,56004
89127,57910
89128,71864
89129,88247
89130,64982
89131,40000
89132,40000
89133,40696
89134,54484
89135,59733
89136,44035
89137,52553
89138,57317
89139,52306
89140,48390
89141,40000
89142,53354
89143,50822
89144,54572
89145,40000
89146,40000
89147,40000
89148,40000
89149,47254
89150,40000
89151,58676
89152,61343
89153,43695
89154,86638
89155,40000
89156,40000
89157,48971
89158,40000
89159,58119
89160,44443
89161,40000
89162,60695
89163,76932
89164,47536
89165,86236
89166,40000
89167,40000
89168,53095
89169,91504
89170,40000
89171,40000
89172,40000
89173,45850
89174,51361
89175,71838
89176,50669
89177,70684
89178,40000
89179,71173
89180,54423
89181,68043
89182,40000
89183,72371
89184,40000
89185,64180
89186,40000
89187,67271
89188,67047
89189,69731
89190,40000
89191,40000
89192,59049
89193,40000
89194,40000
89195,43514
89196,96105
89197,75684
89198,52331
89199,49386
89200,70614
89201,40000
89202,40000
89203,40000
89204,58823
89205,40000
89206,50724
89207,40000
89208,44977
89209,61897
89210,54588
89211,62000
89212,40000
89213,47852
89214,40000
89215,46073
89216,40000
89217,40000
89218,40000
89219,74950
89220,48886
89221,40000
89222,56236
89223,50993
89224,40000
89225,40791
89226,76674
89227,82703
89228,52626
89229,46332
89230,40000
89231,40000
89232,40000
89233,67734
89234,50007
89235,58010
89236,51777
89237,48209
89238,40000
89239,55906
89240,56730
89241,78724
89242,40000
89243,54961
89244,54161
89245,87137
89246,52730
89247,58099
89248,50872
89249,50082
89250,40000
89251,54066
89252,84120
89253,40000
89254,41454
89255,64597
89256,40000
89257,44095
89258,40000
89259,96190
89260,68370
89261,54310
89262,56942
89263,40000
89264,43234
89265,75450
89266,47003
89267,40000
89268,44993
89269,47486
89270,40000
89271,45006
89272,71006
89273,102512
89274,40000
89275,92317
89276,40437
89277,63434
89278,102927
89279,77790
89280,43990
89281,40000
89282,40000
89283,40255
89284,56043
89285,47860
89286,69325
89287,60128
89288,52637
89289,52744
89290,62710
89291,40000
89292,69818
89293,40000
89294,49489
89295,78570
89296,44558
89297,40480
89298,54745
89299,40000
89300,40000
89301,40000
89302,88374
89303,40000
89304,58664
89305,45121
89306,44082
89307,70317
89308,58001
89309,45800
89310,40000
89311,54174
89312,43561
89313,55213
89314,40000
89315,61970
89316,50908
89317,40000
89318,48549
89319,50989
89320,40000
89321,40000
89322,50387
89323,45008
89324,74229
89325,67979
89326,41460
89327,54289
89328,40000
89329,64002
89330,40000
89331,40000
89332,53122
89333,40000
89334,45872
89335,73012
89336,40000
89337,40000
89338,90882
89339,41582
89340,40000
89341,63020
89342,79565
89343,96977
89344,40000
89345,40000
89346,45781
89347,40000
89348,58168
89349,62289
89350,68857
89351,66151
89352,85909
89353,40000
89354,62703
89355,79000
89356,59504
89357,40518
89358,40000
89359,56060
89360,55449
89361,40000
89362,40000
89363,84584
89364,60969
89365,40000
89366,42765
89367,56086
89368,60657
89369,40000
89370,70650
89371,40000
89372,52833
89373,40000
89374,40000
89375,74322
89376,40000
89377,50747
89378,40000
89379,67084
89380,51313
89381,71064
89382,40840
89383,40000
89384,53810
89385,40000
89386,48226
89387,44910
89388,68651
89389,87029
89390,58074
89391,40000
89392,40000
89393,58328
89394,49727
89395,45159
89396,61436
89397,59508
89398,49305
89399,40000
89400,40000
89401,58211
89402,61272
89403,63447
89404,40000
89405,91429
89406,68003
89407,40000
89408,40129
89409,40000
89410,40000
89411,61955
89412,69310
89413,47364
89414,88155
89415,55627
89416,40000
89417,45787
89418,40000
89419,48780
89420,44715
89421,61071
89422,67839
89423,86896
89424,63932
89425,60385
89426,52082
89427,40000
89428,40000
89429,40000
89430,40000
89431,40000
89432,40000
89433,55871
89434,42774
89435,40000
89436,63544
89437,41914
89438,54353
89439,40000
89440,48734
89441,40000
89442,40000
89443,58713
89444,48816
89445,41764
89446,62101
89447,40000
89448,41561
89449,44205
89450,40000
89451,59315
89452,51202
89453,53056
89454,70363
89455,40000
89456,60418
89457,41012
89458,55764
89459,56439
89460,54077
89461,52482
89462,54241
89463,55803
89464,62928
89465,45635
89466,40000
89467,72856
89468,59974
89469,71562
89470,77283
89471,45064
89472,65278
89473,53984
89474,40000
89475,50455
89476,40000
89477,86857
89478,40000
89479,47968
89480,71409
89481,58999
89482,54647
89483,45270
89484,58048
89485,54807
89486,40000
89487,40000
89488,57091
89489,60338
89490,45539
89491,40000
89492,76003
89493,40000
89494,48988
89495,53168
89496,92124
89497,40202
89498,57238
89499,40000
89500,40000
89501,40000
89502,40000
89503,83867
89504,51180
89505,44435
89506,56271
89507,40000
89508,40000
89509,42312
89510,62374
89511,51757
89512,40000
89513,41218
89514,46967
89515,49996
89516,63346
89517,41785
89518,82035
89519,89753
89520,63508
89521,54277
89522,63215
89523,49580
